Key Id,Label,Series Break
PDSORA-TRISPUTSTTAL30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSORA-TRISPUTSTTAG30,Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSORA-UBGUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSORA-UBGUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSORA-UBGUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSORA-UBSUTST,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSORA-UBSUTSTTAL30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSORA-UBSUTSTTAG30,"Repurchase Agreements: U.S. Treasury Inflation-Protected Securities (TIPS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSORA-CBGUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSORA-CBGUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSORA-CBGUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSORA-CBSUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSORA-CBSUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSORA-CBSUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSORA-CBSPUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSORA-CBSPUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSORA-CBSPUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSORA-GCFUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Overnight and Continuing,SBN2024
PDSORA-GCFUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (less than 30 days),SBN2024
PDSORA-GCFUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - GCF - Term Agreements (30 days or greater),SBN2024
PDSORA-TRIGUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSORA-TRIGUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSORA-TRIGUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSORA-TRISPUTSET,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSORA-TRISPUTSETTAL30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSORA-TRISPUTSETTAG30,Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSORA-UBGUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSORA-UBGUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSORA-UBGUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSORA-UBSUTSET,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSORA-UBSUTSETTAL30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSORA-UBSUTSETTAG30,"Repurchase Agreements: U.S. Treasury securities (excluding TIPS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPABS,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSPABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFABS,Reverse Repurchase Agreements: Asset-backed securities - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-GCFABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGABS,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPABS,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPABSTAL30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPABSTAG30,Reverse Repurchase Agreements: Asset-backed securities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGABS,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSABS,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSABSTAL30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBSABSTAG30,"Reverse Repurchase Agreements: Asset-backed securities - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPCD,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSPCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFCD,Reverse Repurchase Agreements: Corporate Debt - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFCDTAL30,Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-GCFCDTAG30,Reverse Repurchase Agreements: Corporate Debt - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGCD,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGCDTAL30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGCDTAG30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPCD,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPCDTAL30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPCDTAG30,Reverse Repurchase Agreements: Corporate Debt - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGCD,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSCD,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSCDTAL30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBSCDTAG30,"Reverse Repurchase Agreements: Corporate Debt - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGETAL30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSETAL30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPE,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPETAG30,"Reverse Repurchase Agreements: Equities - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFE,Reverse Repurchase Agreements: Equities - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFETAL30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-CBSPETAL30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-GCFETAG30,Reverse Repurchase Agreements: Equities - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGE,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGETAL30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGETAG30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPE,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPETAL30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPETAG30,Reverse Repurchase Agreements: Equities - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGE,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGETAL30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGETAG30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSE,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSETAL30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBSETAG30,"Reverse Repurchase Agreements: Equities - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSPFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-GCFFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPFGCM,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPFGCMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPFGCMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSFGCM,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSFGCMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBSFGCMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE CMBS - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSPFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFFGM,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFFGMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-GCFFGMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGFGM,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGFGMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGFGMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPFGM,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPFGMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPFGMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSFGMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSFGM,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSFGMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Residential MBS - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBGFGEM,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-CBGFGEMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBGFGEMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSFGEM,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-CBSFGEMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSFGEMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-CBSPFGEM,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Overnight and Continuing",SBN2024
PDSIRRA-CBSPFGEMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-CBSPFGEMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Cleared Bilateral, Sponsored - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-GCFFGEM,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Overnight and Continuing,SBN2024
PDSIRRA-GCFFGEMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Term Agreements (less than 30 days),SBN2024
PDSIRRA-GCFFGEMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - GCF - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRIGFGEM,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRIGFGEMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRIGFGEMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-TRISPFGEM,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Sponsored General Collateral - Overnight and Continuing,SBN2024
PDSIRRA-TRISPFGEMTAL30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (less than 30 days),SBN2024
PDSIRRA-TRISPFGEMTAG30,Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Triparty (excluding GCF) - Sponsored General Collateral - Term Agreements (30 days or greater),SBN2024
PDSIRRA-UBGFGEM,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Overnight and Continuing",SBN2024
PDSIRRA-UBGFGEMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBGFGEMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, General - Term Agreements (30 days or greater)",SBN2024
PDSIRRA-UBSFGEM,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Overnight and Continuing",SBN2024
PDSIRRA-UBSFGEMTAL30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (less than 30 days)",SBN2024
PDSIRRA-UBSFGEMTAG30,"Reverse Repurchase Agreements: Federal Agency and GSE Securities (excluding MBS) - Uncleared Bilateral, Specified - Term Agreements (30 days or greater)",SBN2024
